author_name,frequency,frequencyPer100Comment
Moncef,64,2.5942440210782327
Jessica,28,1.1349817592217268
Jennifer,22,0.8917713822456425
Asmaa,22,0.8917713822456425
Lauren,21,0.8512363194162952
Michelle,19,0.7701661937576003
Melissa,18,0.7296311309282529
Ashley,16,0.6485610052695582
Bianca,16,0.6485610052695582
Stephanie,15,0.6080259424402107
John,15,0.6080259424402107
Ankh,14,0.5674908796108634
Michael,14,0.5674908796108634
Amanda,14,0.5674908796108634
Vanessa,13,0.526955816781516
Rachel,13,0.526955816781516
Emily,13,0.526955816781516
Laura,12,0.48642075395216866
Sarah,12,0.48642075395216866
Kim,12,0.48642075395216866
Jordan,11,0.4458856911228212
Lisa,11,0.4458856911228212
Susan,10,0.40535062829347385
Christina,10,0.40535062829347385
Nicole,10,0.40535062829347385
Heather,10,0.40535062829347385
Andrea,10,0.40535062829347385
Megan,10,0.40535062829347385
Sara,9,0.36481556546412647
Miranda,9,0.36481556546412647
Elizabeth,9,0.36481556546412647
Kimberly,9,0.36481556546412647
Victoria,9,0.36481556546412647
Katie,9,0.36481556546412647
Tạ,9,0.36481556546412647
Ismail,8,0.3242805026347791
David,8,0.3242805026347791
Oren,8,0.3242805026347791
Brittany,8,0.3242805026347791
Shannon,8,0.3242805026347791
Samantha,8,0.3242805026347791
Valentina,8,0.3242805026347791
Jamie,8,0.3242805026347791
Jackie,7,0.2837454398054317
Kelly,7,0.2837454398054317
Luis,7,0.2837454398054317
Karen,7,0.2837454398054317
Ana,7,0.2837454398054317
Mari,7,0.2837454398054317
Mary,7,0.2837454398054317
Sabrina,7,0.2837454398054317
Lindsay,6,0.24321037697608433
Natalie,6,0.24321037697608433
Zak,6,0.24321037697608433
Danielle,6,0.24321037697608433
Francesca,6,0.24321037697608433
Julie,6,0.24321037697608433
Daniel,6,0.24321037697608433
Chris,6,0.24321037697608433
Linda,6,0.24321037697608433
Andrew,6,0.24321037697608433
Maria,6,0.24321037697608433
Alina,5,0.20267531414673692
Anna,5,0.20267531414673692
Erin,5,0.20267531414673692
Kathleen,5,0.20267531414673692
Ryan,5,0.20267531414673692
Crystal,5,0.20267531414673692
Rigels,5,0.20267531414673692
엄태은,5,0.20267531414673692
Kelsey,5,0.20267531414673692
Brooke,5,0.20267531414673692
Karina,5,0.20267531414673692
Juliana,5,0.20267531414673692
Chas,5,0.20267531414673692
Rebecca,5,0.20267531414673692
Kurtis,5,0.20267531414673692
Melanie,5,0.20267531414673692
Sandra,5,0.20267531414673692
Brianna,5,0.20267531414673692
Anouck,5,0.20267531414673692
Tina,5,0.20267531414673692
Mike,5,0.20267531414673692
Amy,5,0.20267531414673692
Kristina,5,0.20267531414673692
Shelby,4,0.16214025131738954
Charlotte,4,0.16214025131738954
Kathy,4,0.16214025131738954
Colleen,4,0.16214025131738954
Kate,4,0.16214025131738954
Selda,4,0.16214025131738954
Chloe,4,0.16214025131738954
Douglas,4,0.16214025131738954
Hannah,4,0.16214025131738954
전우영,4,0.16214025131738954
Lindsey,4,0.16214025131738954
Bethany,4,0.16214025131738954
Christy,4,0.16214025131738954
Julia,4,0.16214025131738954
Manon,4,0.16214025131738954
Brenda,4,0.16214025131738954
Mark,4,0.16214025131738954
Anaelle,4,0.16214025131738954
Elena,4,0.16214025131738954
Chelsea,4,0.16214025131738954
Jeff,4,0.16214025131738954
Yvonne,4,0.16214025131738954
Fernanda,4,0.16214025131738954
Nadia,3,0.12160518848804217
Casey,3,0.12160518848804217
Joshua,3,0.12160518848804217
Sylvia,3,0.12160518848804217
Kristin,3,0.12160518848804217
Emma,3,0.12160518848804217
Alyssa,3,0.12160518848804217
Allie,3,0.12160518848804217
Robert,3,0.12160518848804217
Tom,3,0.12160518848804217
Daniela,3,0.12160518848804217
Rita,3,0.12160518848804217
Mia,3,0.12160518848804217
Brandon,3,0.12160518848804217
Kristine,3,0.12160518848804217
Jenn,3,0.12160518848804217
Lori,3,0.12160518848804217
Zaza,3,0.12160518848804217
Kae,3,0.12160518848804217
Stacy,3,0.12160518848804217
Natalia,3,0.12160518848804217
Ilaria,3,0.12160518848804217
Wika,3,0.12160518848804217
Gabriela,3,0.12160518848804217
Hasina,3,0.12160518848804217
Benjamin,3,0.12160518848804217
Danita,3,0.12160518848804217
Kaitlin,3,0.12160518848804217
Fucha,3,0.12160518848804217
Wilber,3,0.12160518848804217
Destiny,3,0.12160518848804217
