author_name,frequency,frequencyPer100Comment
Cathy,15,0.0674
Shelby,15,0.0674
Theresa,15,0.0674
Margaret,15,0.0674
Ellie,15,0.0674
Jacqueline,15,0.0674
Natalia,15,0.0674
Maggie,15,0.0674
Katy,14,0.0629
Jill,14,0.0629
Carmen,14,0.0629
Jessie,14,0.0629
Fiona,14,0.0629
Fabio,14,0.0629
Steve,14,0.0629
Edward,14,0.0629
Jaime,14,0.0629
Anita,14,0.0629
Heidi,14,0.0629
Fatima,14,0.0629
Bethany,14,0.0629
Brianna,14,0.0629
Mel,14,0.0629
Don,14,0.0629
Leah,14,0.0629
Abigail,14,0.0629
Luke,14,0.0629
Joshua,14,0.0629
Sean,14,0.0629
Nicholas,14,0.0629
Hope,14,0.0629
Angelica,14,0.0629
Aaron,13,0.0584
Bianca,13,0.0584
Sabrina,13,0.0584
Vicki,13,0.0584
Alexa,13,0.0584
Shirley,13,0.0584
Jen,13,0.0584
Will,13,0.0584
Vivian,13,0.0584
Dennis,13,0.0584
Connie,13,0.0584
Kristine,13,0.0584
Sydney,13,0.0584
Lorraine,13,0.0584
Prometheus,13,0.0584
Stephen,13,0.0584
Janice,13,0.0584
Eva,13,0.0584
Erick,13,0.0584
Vinicius,13,0.0584
Karin,13,0.0584
Casey,12,0.0539
Sonia,12,0.0539
Oscar,12,0.0539
Valeria,12,0.0539
Savannah,12,0.0539
Nathan,12,0.0539
Vicky,12,0.0539
Bruna,12,0.0539
Brittney,12,0.0539
Krystal,12,0.0539
Leo,12,0.0539
Deanna,12,0.0539
Nadia,12,0.0539
Arham,12,0.0539
Janine,12,0.0539
Marilyn,12,0.0539
Josephine,12,0.0539
María,12,0.0539
Carole,12,0.0539
Shane,12,0.0539
Annette,12,0.0539
Kat,12,0.0539
Colin,12,0.0539
Aimee,12,0.0539
Maureen,12,0.0539
Stacey,12,0.0539
Dani,12,0.0539
Tanya,12,0.0539
Gabriela,12,0.0539
Lyn,12,0.0539
Krista,12,0.0539
Rafael,12,0.0539
Debra,12,0.0539
Kenzie,12,0.0539
Evelyn,12,0.0539
Itzel,12,0.0539
Lapree,12,0.0539
Manuel,12,0.0539
A,11,0.0494
Amelia,11,0.0494
Abby,11,0.0494
Toni,11,0.0494
Charles,11,0.0494
Brandy,11,0.0494
Miguel,11,0.0494
Julio,11,0.0494
Mairea,11,0.0494
Edgar,11,0.0494
Kaitlyn,11,0.0494
Joan,11,0.0494
Simone,11,0.0494
Gabrielle,11,0.0494
Kylie,11,0.0494
Johnny,11,0.0494
Kay,11,0.0494
Brad,11,0.0494
Clare,11,0.0494
Clara,11,0.0494
Terri,11,0.0494
Terry,11,0.0494
Marta,11,0.0494
Jacob,11,0.0494
Zoe,11,0.0494
Deb,11,0.0494
Dee,11,0.0494
Trang,11,0.0494
Madison,11,0.0494
Joanna,11,0.0494
Kathryn,11,0.0494
Samuel,11,0.0494
Rohit,11,0.0494
Molly,11,0.0494
Miriam,11,0.0494
Jillian,11,0.0494
Susie,10,0.0449
Steven,10,0.0449
Tony,10,0.0449
Tricia,10,0.0449
Travis,10,0.0449
Joe,10,0.0449
Callum,10,0.0449
Peggy,10,0.0449
Cara,10,0.0449
Marina,10,0.0449
Jim,10,0.0449
Caitlyn,10,0.0449
Juliana,10,0.0449
Jessi,10,0.0449
Michaela,10,0.0449
Monse,10,0.0449
Bruno,10,0.0449
Dylan,10,0.0449
Kirsten,10,0.0449
Jenn,10,0.0449
Lorena,10,0.0449
Ella,10,0.0449
Allie,10,0.0449
Robyn,10,0.0449
Kristin,10,0.0449
Ally,10,0.0449
Bobby,10,0.0449
Bailey,10,0.0449
Nas,10,0.0449
Jeffrey,10,0.0449
Corey,10,0.0449
Nguyễn,10,0.0449
Isabel,10,0.0449
Meg,10,0.0449
Sebastian,10,0.0449
Patti,10,0.0449
Patty,10,0.0449
Roger,10,0.0449
Dragoș,10,0.0449
Judith,10,0.0449
Melody,10,0.0449
Miranda,10,0.0449
Mariah,10,0.0449
Francesca,10,0.0449
Mia,10,0.0449
Bonnie,10,0.0449
Carla,10,0.0449
Rebekah,10,0.0449
Hugo,10,0.0449
Meghan,10,0.0449
Tia,10,0.0449
Cecilia,10,0.0449
Lily,10,0.0449
Trisha,10,0.0449
Beverly,9,0.0404
Lindsey,9,0.0404
Veronica,9,0.0404
Coombsy,9,0.0404
Giulia,9,0.0404
Books,9,0.0404
Shari,9,0.0404
Sergio,9,0.0404
Danata,9,0.0404
Frances,9,0.0404
Jesus,9,0.0404
Omar,9,0.0404
Rhonda,9,0.0404
Christian,9,0.0404
George,9,0.0404
Gail,9,0.0404
Phi,9,0.0404
Leonardo,9,0.0404
Cristina,9,0.0404
Sheila,9,0.0404
Elise,9,0.0404
Marisa,9,0.0404
Chrissy,9,0.0404
Estrella,9,0.0404
Cassie,9,0.0404
Lynne,9,0.0404
Shawn,9,0.0404
Darren,9,0.0404
Aline,9,0.0404
Kyle,9,0.0404
Riley,9,0.0404
Stacy,9,0.0404
João,9,0.0404
Dale,9,0.0404
Luiz,9,0.0404
Irene,9,0.0404
Martha,9,0.0404
Dan,9,0.0404
Briana,9,0.0404
Carly,9,0.0404
Etanyobere,9,0.0404
Candace,9,0.0404
Monique,9,0.0404
Gustavo,9,0.0404
Gaby,9,0.0404
Andrés,8,0.0359
Angelo,8,0.0359
Thiago,8,0.0359
Katrina,8,0.0359
Silvia,8,0.0359
Missy,8,0.0359
Ruby,8,0.0359
Teri,8,0.0359
Benjamin,8,0.0359
Paulina,8,0.0359
Michel,8,0.0359
Alisha,8,0.0359
Kara,8,0.0359
Antonia,8,0.0359
Renee,8,0.0359
Bridget,8,0.0359
Elena,8,0.0359
Isaac,8,0.0359
Fernanda,8,0.0359
Isabelle,8,0.0359
Elisa,8,0.0359
Ruth,8,0.0359
Lara,8,0.0359
Lena,8,0.0359
Серёжа,8,0.0359
Liv,8,0.0359
Monika,8,0.0359
Jeanette,8,0.0359
Shelly,8,0.0359
Ivan,8,0.0359
Abrianna,8,0.0359
Leticia,8,0.0359
Marcela,8,0.0359
Lineth,8,0.0359
Sophia,8,0.0359
Lacy,8,0.0359
Betty,8,0.0359
Porsha,8,0.0359
Karina,8,0.0359
Cheri,8,0.0359
Christy,8,0.0359
Micke,8,0.0359
Igor,8,0.0359
Kristy,8,0.0359
Kristi,8,0.0359
Kelli,8,0.0359
Audrey,8,0.0359
Jodie,8,0.0359
Tamara,8,0.0359
Tom,8,0.0359
Erich,8,0.0359
Paola,8,0.0359
Maxine,8,0.0359
Gregory,8,0.0359
Gemma,8,0.0359
Anastasia,8,0.0359
Dominique,7,0.0314
Rania,7,0.0314
Alberto,7,0.0314
Kaitlin,7,0.0314
Alejandro,7,0.0314
Luciana,7,0.0314
Camille,7,0.0314
Lacey,7,0.0314
Nguyen,7,0.0314
Lance,7,0.0314
Leandro,7,0.0314
Herman,7,0.0314
Kris,7,0.0314
Marissa,7,0.0314
Doug,7,0.0314
Rebeca,7,0.0314
Kenneth,7,0.0314
Marc,7,0.0314
Fernando,7,0.0314
Hasan,7,0.0314
Gabriella,7,0.0314
Marcia,7,0.0314
Tyler,7,0.0314
Tommy,7,0.0314
Aj,7,0.0314
Rita,7,0.0314
Livingston,7,0.0314
Johanna,7,0.0314
