token,count,frequencyPer100Comment,frequencyPer100Token
collaborations,6,0.2504,0.0135
liked,6,0.2504,0.0135
sanders,6,0.2504,0.0135
marco,6,0.2504,0.0135
growing,6,0.2504,0.0135
2chainz,6,0.2504,0.0135
hype,6,0.2504,0.0135
evolution,6,0.2504,0.0135
aqua,6,0.2504,0.0135
underground,6,0.2504,0.0135
home,6,0.2504,0.0135
dut,6,0.2504,0.0135
evolving,6,0.2504,0.0135
100,6,0.2504,0.0135
brock,6,0.2504,0.0135
silly,6,0.2504,0.0135
omg,6,0.2504,0.0135
ignorance,6,0.2504,0.0135
against,6,0.2504,0.0135
personally,6,0.2504,0.0135
evolve,6,0.2504,0.0135
dense,6,0.2504,0.0135
fajardo,6,0.2504,0.0135
fell,6,0.2504,0.0135
everybody,6,0.2504,0.0135
kiesecker,6,0.2504,0.0135
stans,6,0.2504,0.0135
girl,6,0.2504,0.0135
12,6,0.2504,0.0135
curatolo,6,0.2504,0.0135
killing,6,0.2504,0.0135
drake,6,0.2504,0.0135
idiots,6,0.2504,0.0135
🤣🤣,6,0.2504,0.0135
gay,6,0.2504,0.0135
crap,6,0.2504,0.0135
delusional,6,0.2504,0.0135
favourite,6,0.2504,0.0135
themselves,6,0.2504,0.0135
account,6,0.2504,0.0135
bunch,6,0.2504,0.0135
mate,6,0.2504,0.0135
backwards,6,0.2504,0.0135
loved,6,0.2504,0.0135
taking,6,0.2504,0.0135
fucker,6,0.2504,0.0135
retard,6,0.2504,0.0135
add,6,0.2504,0.0135
wish,6,0.2504,0.0135
zack,6,0.2504,0.0135
changes,6,0.2504,0.0135
expectations,6,0.2504,0.0135
hopefully,6,0.2504,0.0135
gave,6,0.2504,0.0135
ich,6,0.2504,0.0135
serious,6,0.2504,0.0135
kehlani,6,0.2504,0.0135
okay,6,0.2504,0.0135
relate,6,0.2504,0.0135
king,6,0.2504,0.0135
obie,6,0.2504,0.0135
martin,6,0.2504,0.0135
nick,6,0.2504,0.0135
sit,6,0.2504,0.0135
friends,6,0.2504,0.0135
sick,6,0.2504,0.0135
successful,5,0.2087,0.0113
machine,5,0.2087,0.0113
re,5,0.2087,0.0113
needed,5,0.2087,0.0113
country,5,0.2087,0.0113
blonde,5,0.2087,0.0113
son,5,0.2087,0.0113
whoever,5,0.2087,0.0113
internet,5,0.2087,0.0113
i’ll,5,0.2087,0.0113
turned,5,0.2087,0.0113
s,5,0.2087,0.0113
legacy,5,0.2087,0.0113
phresher,5,0.2087,0.0113
remembers,5,0.2087,0.0113
cover,5,0.2087,0.0113
gold,5,0.2087,0.0113
writes,5,0.2087,0.0113
condom,5,0.2087,0.0113
set,5,0.2087,0.0113
straight,5,0.2087,0.0113
mature,5,0.2087,0.0113
cody,5,0.2087,0.0113
dislike,5,0.2087,0.0113
dumbest,5,0.2087,0.0113
bush,5,0.2087,0.0113
produced,5,0.2087,0.0113
2017,5,0.2087,0.0113
hilarious,5,0.2087,0.0113
riding,5,0.2087,0.0113
h,5,0.2087,0.0113
btw,5,0.2087,0.0113
let’s,5,0.2087,0.0113
crack,5,0.2087,0.0113
moron,5,0.2087,0.0113
earlier,5,0.2087,0.0113
l,5,0.2087,0.0113
mitch,5,0.2087,0.0113
easy,5,0.2087,0.0113
hand,5,0.2087,0.0113
brown,5,0.2087,0.0113
appeal,5,0.2087,0.0113
uzi,5,0.2087,0.0113
car,5,0.2087,0.0113
title,5,0.2087,0.0113
skits,5,0.2087,0.0113
mediocre,5,0.2087,0.0113
using,5,0.2087,0.0113
t,5,0.2087,0.0113
start,5,0.2087,0.0113
stopped,5,0.2087,0.0113
butthurt,5,0.2087,0.0113
7,5,0.2087,0.0113
latest,5,0.2087,0.0113
gingras,5,0.2087,0.0113
nonsense,5,0.2087,0.0113
jump,5,0.2087,0.0113
collaborating,5,0.2087,0.0113
wiz,5,0.2087,0.0113
special,5,0.2087,0.0113
werent,5,0.2087,0.0113
recently,5,0.2087,0.0113
horrible,5,0.2087,0.0113
neither,5,0.2087,0.0113
lost,5,0.2087,0.0113
couldnt,5,0.2087,0.0113
eat,5,0.2087,0.0113
personal,5,0.2087,0.0113
content,5,0.2087,0.0113
girls,5,0.2087,0.0113
yachty,5,0.2087,0.0113
seen,5,0.2087,0.0113
retire,5,0.2087,0.0113
wearing,5,0.2087,0.0113
shame,5,0.2087,0.0113
facts,5,0.2087,0.0113
deal,5,0.2087,0.0113
died,5,0.2087,0.0113
finally,5,0.2087,0.0113
pure,5,0.2087,0.0113
butt,5,0.2087,0.0113
reading,5,0.2087,0.0113
trolling,5,0.2087,0.0113
judging,5,0.2087,0.0113
forget,5,0.2087,0.0113
search,5,0.2087,0.0113
comparing,5,0.2087,0.0113
diamond,5,0.2087,0.0113
em’s,5,0.2087,0.0113
yelawolf,5,0.2087,0.0113
thomas,5,0.2087,0.0113
fine,5,0.2087,0.0113
simply,5,0.2087,0.0113
platinum,5,0.2087,0.0113
fun,5,0.2087,0.0113
spend,5,0.2087,0.0113
i’d,5,0.2087,0.0113
jason,5,0.2087,0.0113
alive,5,0.2087,0.0113
female,5,0.2087,0.0113
j,5,0.2087,0.0113
under,5,0.2087,0.0113
free,5,0.2087,0.0113
👍,5,0.2087,0.0113
finger,5,0.2087,0.0113
weak,5,0.2087,0.0113
spencer,5,0.2087,0.0113
christmas,5,0.2087,0.0113
fairchild,5,0.2087,0.0113
agreed,5,0.2087,0.0113
millions,5,0.2087,0.0113
period,5,0.2087,0.0113
kill,5,0.2087,0.0113
taylor,5,0.2087,0.0113
taste,5,0.2087,0.0113
everyones,5,0.2087,0.0113
calm,5,0.2087,0.0113
generation,5,0.2087,0.0113
wrote,5,0.2087,0.0113
solo,5,0.2087,0.0113
pa,5,0.2087,0.0113
wheres,5,0.2087,0.0113
sia,5,0.2087,0.0113
trap,5,0.2087,0.0113
80,5,0.2087,0.0113
collaboration,5,0.2087,0.0113
ha,5,0.2087,0.0113
decent,5,0.2087,0.0113
tilton,4,0.1669,0.0090
bringing,4,0.1669,0.0090
adapt,4,0.1669,0.0090
pandering,4,0.1669,0.0090
chill,4,0.1669,0.0090
possible,4,0.1669,0.0090
bottom,4,0.1669,0.0090
proves,4,0.1669,0.0090
wondering,4,0.1669,0.0090
date,4,0.1669,0.0090
dunno,4,0.1669,0.0090
ahahahahaha,4,0.1669,0.0090
y’all,4,0.1669,0.0090
fucks,4,0.1669,0.0090
doom,4,0.1669,0.0090
putting,4,0.1669,0.0090
number,4,0.1669,0.0090
guest,4,0.1669,0.0090
15th,4,0.1669,0.0090
kelly,4,0.1669,0.0090
surprised,4,0.1669,0.0090
bc,4,0.1669,0.0090
bs,4,0.1669,0.0090
un,4,0.1669,0.0090
influence,4,0.1669,0.0090
watters,4,0.1669,0.0090
odd,4,0.1669,0.0090
doubt,4,0.1669,0.0090
move,4,0.1669,0.0090
intelligent,4,0.1669,0.0090
defending,4,0.1669,0.0090
youll,4,0.1669,0.0090
matthew,4,0.1669,0.0090
sister,4,0.1669,0.0090
count,4,0.1669,0.0090
child,4,0.1669,0.0090
total,4,0.1669,0.0090
skyler,4,0.1669,0.0090
nuts,4,0.1669,0.0090
break,4,0.1669,0.0090
daniel,4,0.1669,0.0090
jayz,4,0.1669,0.0090
thanks,4,0.1669,0.0090
night,4,0.1669,0.0090
ain’t,4,0.1669,0.0090
fight,4,0.1669,0.0090
gun,4,0.1669,0.0090
clue,4,0.1669,0.0090
december,4,0.1669,0.0090
es,4,0.1669,0.0090
shows,4,0.1669,0.0090
vocals,4,0.1669,0.0090
forever,4,0.1669,0.0090
truly,4,0.1669,0.0090
between,4,0.1669,0.0090
worry,4,0.1669,0.0090
media,4,0.1669,0.0090
thinking,4,0.1669,0.0090
lady,4,0.1669,0.0090
lack,4,0.1669,0.0090
whiny,4,0.1669,0.0090
amount,4,0.1669,0.0090
producing,4,0.1669,0.0090
lie,4,0.1669,0.0090
lit,4,0.1669,0.0090
clear,4,0.1669,0.0090
genre,4,0.1669,0.0090
anthony,4,0.1669,0.0090
ready,4,0.1669,0.0090
popular,4,0.1669,0.0090
run,4,0.1669,0.0090
nas,4,0.1669,0.0090
started,4,0.1669,0.0090
gursky,4,0.1669,0.0090
farm,4,0.1669,0.0090
front,4,0.1669,0.0090
torres,4,0.1669,0.0090
