token,count,frequencyPer100Comment,frequencyPer100Token
muy,8,0.2042,0.0312
mother,8,0.2042,0.0312
melhor,8,0.2042,0.0312
espalda,8,0.2042,0.0312
aaaaaaa,8,0.2042,0.0312
coração,8,0.2042,0.0312
homens,8,0.2042,0.0312
wanna,8,0.2042,0.0312
vcs,8,0.2042,0.0312
getting,8,0.2042,0.0312
that’s,8,0.2042,0.0312
dele,7,0.1787,0.0273
kids,7,0.1787,0.0273
saying,7,0.1787,0.0273
hay,7,0.1787,0.0273
old,7,0.1787,0.0273
sad,7,0.1787,0.0273
mano,7,0.1787,0.0273
ay,7,0.1787,0.0273
influence,7,0.1787,0.0273
linda,7,0.1787,0.0273
lucky,7,0.1787,0.0273
donde,7,0.1787,0.0273
relationships,7,0.1787,0.0273
يا,7,0.1787,0.0273
las,7,0.1787,0.0273
beiber,7,0.1787,0.0273
super,7,0.1787,0.0273
estas,7,0.1787,0.0273
actually,7,0.1787,0.0273
page,7,0.1787,0.0273
tell,7,0.1787,0.0273
bello,7,0.1787,0.0273
né,7,0.1787,0.0273
little,7,0.1787,0.0273
morning,7,0.1787,0.0273
der,7,0.1787,0.0273
simple,7,0.1787,0.0273
moment,7,0.1787,0.0273
palestine,7,0.1787,0.0273
ng,7,0.1787,0.0273
hair,7,0.1787,0.0273
eso,7,0.1787,0.0273
gift,7,0.1787,0.0273
5,7,0.1787,0.0273
follow,7,0.1787,0.0273
pray,7,0.1787,0.0273
number,7,0.1787,0.0273
c,7,0.1787,0.0273
respect,7,0.1787,0.0273
amores,7,0.1787,0.0273
vai,7,0.1787,0.0273
saludos,6,0.1531,0.0234
faraswal,6,0.1531,0.0234
working,6,0.1531,0.0234
su,6,0.1531,0.0234
smile,6,0.1531,0.0234
biebs,6,0.1531,0.0234
😊,6,0.1531,0.0234
encantas,6,0.1531,0.0234
d,6,0.1531,0.0234
tudo,6,0.1531,0.0234
biber,6,0.1531,0.0234
família,6,0.1531,0.0234
jay,6,0.1531,0.0234
