author_name,frequency,frequencyPer100Comment
Maria,43,1.0974987238386933
Ana,42,1.0719754977029097
Mery,31,0.7912200102092904
Mashallah,27,0.6891271056661562
Brenda,18,0.45941807044410415
Justin,17,0.4338948443083206
Andrea,16,0.40837161817253703
Gabrielly,16,0.40837161817253703
Michelle,15,0.38284839203675347
Luana,15,0.38284839203675347
Amanda,12,0.3062787136294028
Bianca,12,0.3062787136294028
Paola,12,0.3062787136294028
Camila,12,0.3062787136294028
Sara,11,0.28075548749361917
Klaudia,11,0.28075548749361917
Laura,11,0.28075548749361917
Hanadi,11,0.28075548749361917
Matheus,11,0.28075548749361917
Anjana,11,0.28075548749361917
Gaby,11,0.28075548749361917
Gabriela,10,0.2552322613578356
Teresa,10,0.2552322613578356
Vitória,10,0.2552322613578356
Linus,10,0.2552322613578356
Beatriz,10,0.2552322613578356
Natália,10,0.2552322613578356
Larissa,10,0.2552322613578356
Angela,9,0.22970903522205208
James,9,0.22970903522205208
Valeria,9,0.22970903522205208
Sabrina,9,0.22970903522205208
Fernanda,9,0.22970903522205208
Giovanna,9,0.22970903522205208
Jessica,9,0.22970903522205208
Jennifer,9,0.22970903522205208
Nicole,9,0.22970903522205208
Ashley,9,0.22970903522205208
Yasmin,9,0.22970903522205208
Júlia,8,0.20418580908626852
Bff,8,0.20418580908626852
Chris,8,0.20418580908626852
Daniel,8,0.20418580908626852
Jaqueline,8,0.20418580908626852
Simone,8,0.20418580908626852
Aguus,8,0.20418580908626852
Karla,8,0.20418580908626852
Itzel,8,0.20418580908626852
Evelyn,8,0.20418580908626852
Diana,8,0.20418580908626852
Lucas,7,0.17866258295048493
Bobby,7,0.17866258295048493
Florismar,7,0.17866258295048493
Patrick,7,0.17866258295048493
Karoline,7,0.17866258295048493
Carla,7,0.17866258295048493
Dilbar,7,0.17866258295048493
Daniela,7,0.17866258295048493
Ingrid,7,0.17866258295048493
Karina,7,0.17866258295048493
Eduarda,7,0.17866258295048493
Vanessa,7,0.17866258295048493
Julia,7,0.17866258295048493
Faty,7,0.17866258295048493
Bruna,6,0.1531393568147014
Richa,6,0.1531393568147014
Mùhämmàd,6,0.1531393568147014
Sofia,6,0.1531393568147014
Anna,6,0.1531393568147014
Karen,6,0.1531393568147014
Alexandra,6,0.1531393568147014
Sarah,6,0.1531393568147014
Gabriel,6,0.1531393568147014
Rahul,6,0.1531393568147014
Abigail,6,0.1531393568147014
Emily,6,0.1531393568147014
Mely,6,0.1531393568147014
Carolina,6,0.1531393568147014
Ludmila,6,0.1531393568147014
Leticia,6,0.1531393568147014
America,6,0.1531393568147014
Jimena,6,0.1531393568147014
Michael,6,0.1531393568147014
Gabriella,6,0.1531393568147014
Isabella,6,0.1531393568147014
Dianara,6,0.1531393568147014
Mariana,6,0.1531393568147014
May,6,0.1531393568147014
Adriana,6,0.1531393568147014
Yasmim,6,0.1531393568147014
Majo,6,0.1531393568147014
Ally,6,0.1531393568147014
Jacob,5,0.1276161306789178
Dulce,5,0.1276161306789178
Victória,5,0.1276161306789178
John,5,0.1276161306789178
Mohamed,5,0.1276161306789178
Prince,5,0.1276161306789178
Duda,5,0.1276161306789178
Alejandra,5,0.1276161306789178
Carol,5,0.1276161306789178
Mary,5,0.1276161306789178
Rock,5,0.1276161306789178
Erwin,5,0.1276161306789178
Andressa,5,0.1276161306789178
Hannah,5,0.1276161306789178
Kim,5,0.1276161306789178
Belen,5,0.1276161306789178
Thauany,5,0.1276161306789178
Juliana,5,0.1276161306789178
Geovana,5,0.1276161306789178
Hellen,5,0.1276161306789178
Sarahi,5,0.1276161306789178
Jonathan,5,0.1276161306789178
Letícia,4,0.10209290454313426
Sandy,4,0.10209290454313426
Angie,4,0.10209290454313426
Brittney,4,0.10209290454313426
Ahmed,4,0.10209290454313426
Romina,4,0.10209290454313426
Paullaa,4,0.10209290454313426
Millene,4,0.10209290454313426
Saurabh,4,0.10209290454313426
Aishwarya,4,0.10209290454313426
Jacqueline,4,0.10209290454313426
Claudia,4,0.10209290454313426
Steven,4,0.10209290454313426
Jean,4,0.10209290454313426
Samara,4,0.10209290454313426
Rimy,4,0.10209290454313426
Eva,4,0.10209290454313426
Asha,4,0.10209290454313426
Natalia,4,0.10209290454313426
Jay,4,0.10209290454313426
Iasmin,4,0.10209290454313426
Angel,4,0.10209290454313426
Pearl,4,0.10209290454313426
Barbara,4,0.10209290454313426
Sandra,4,0.10209290454313426
Alex,4,0.10209290454313426
Milka,4,0.10209290454313426
Noor,4,0.10209290454313426
Himanshi,4,0.10209290454313426
Sonilia,4,0.10209290454313426
Erica,4,0.10209290454313426
João,4,0.10209290454313426
Karol,4,0.10209290454313426
Rose,4,0.10209290454313426
Viih,4,0.10209290454313426
Heloisa,4,0.10209290454313426
Raul,4,0.10209290454313426
Tø,4,0.10209290454313426
Crystal,4,0.10209290454313426
Byanka,4,0.10209290454313426
Mariane,4,0.10209290454313426
David,4,0.10209290454313426
Anthony,4,0.10209290454313426
Eriane,4,0.10209290454313426
Esraa,4,0.10209290454313426
Lina,4,0.10209290454313426
Marta,4,0.10209290454313426
Marjorie,4,0.10209290454313426
Mohammad,4,0.10209290454313426
Alexia,4,0.10209290454313426
Livia,4,0.10209290454313426
Kate,4,0.10209290454313426
Vale,4,0.10209290454313426
Fatima,4,0.10209290454313426
Jus,4,0.10209290454313426
Moncef,4,0.10209290454313426
Danna,4,0.10209290454313426
Bimal,4,0.10209290454313426
Juan,4,0.10209290454313426
Rabia,3,0.0765696784073507
Nataly,3,0.0765696784073507
Tuanny,3,0.0765696784073507
Stephanie,3,0.0765696784073507
Hamai,3,0.0765696784073507
Priya,3,0.0765696784073507
Marsel,3,0.0765696784073507
Skye,3,0.0765696784073507
Coleen,3,0.0765696784073507
Jerry,3,0.0765696784073507
Liz,3,0.0765696784073507
Kay,3,0.0765696784073507
Ali,3,0.0765696784073507
Liliana,3,0.0765696784073507
Ale,3,0.0765696784073507
Kashif,3,0.0765696784073507
Gina,3,0.0765696784073507
Adila,3,0.0765696784073507
Navina,3,0.0765696784073507
Sonia,3,0.0765696784073507
Naaya,3,0.0765696784073507
Jasmine,3,0.0765696784073507
Ivan,3,0.0765696784073507
李雯珺,3,0.0765696784073507
Veronica,3,0.0765696784073507
Paloma,3,0.0765696784073507
Mishell,3,0.0765696784073507
Emilia,3,0.0765696784073507
Eglayde,3,0.0765696784073507
HR,3,0.0765696784073507
Lea,3,0.0765696784073507
Salman,3,0.0765696784073507
Mamidi,3,0.0765696784073507
Valentina,3,0.0765696784073507
Ximena,3,0.0765696784073507
Amel,3,0.0765696784073507
