token,count,frequencyPer100Comment,frequencyPer100Token
used,6,0.3060,0.0426
older,6,0.3060,0.0426
excited,6,0.3060,0.0426
katie,6,0.3060,0.0426
michael,6,0.3060,0.0426
boxing,6,0.3060,0.0426
stop,6,0.3060,0.0426
la,6,0.3060,0.0426
face,6,0.3060,0.0426
jan,6,0.3060,0.0426
ones,6,0.3060,0.0426
hahaha,6,0.3060,0.0426
emma,6,0.3060,0.0426
looking,5,0.2550,0.0355
told,5,0.2550,0.0355
😂😂😂,5,0.2550,0.0355
end,5,0.2550,0.0355
talking,5,0.2550,0.0355
rogers,5,0.2550,0.0355
theme,5,0.2550,0.0355
christopher,5,0.2550,0.0355
bad,5,0.2550,0.0355
architecture,5,0.2550,0.0355
jack,5,0.2550,0.0355
sam,5,0.2550,0.0355
boxer,5,0.2550,0.0355
yep,5,0.2550,0.0355
happy,5,0.2550,0.0355
na,5,0.2550,0.0355
guy,5,0.2550,0.0355
market,5,0.2550,0.0355
guys,5,0.2550,0.0355
josh,5,0.2550,0.0355
george,5,0.2550,0.0355
gotta,5,0.2550,0.0355
allen,5,0.2550,0.0355
zoe,5,0.2550,0.0355
ideas,5,0.2550,0.0355
shop,5,0.2550,0.0355
trop,5,0.2550,0.0355
jo,5,0.2550,0.0355
je,5,0.2550,0.0355
amy,5,0.2550,0.0355
business,5,0.2550,0.0355
trying,5,0.2550,0.0355
agree,5,0.2550,0.0355
design,5,0.2550,0.0355
style,5,0.2550,0.0355
ya,5,0.2550,0.0355
hunter,5,0.2550,0.0355
é,5,0.2550,0.0355
running,5,0.2550,0.0355
feel,5,0.2550,0.0355
station,5,0.2550,0.0355
😃,5,0.2550,0.0355
charlotte,5,0.2550,0.0355
sell,5,0.2550,0.0355
😲,5,0.2550,0.0355
creator,5,0.2550,0.0355
expensive,5,0.2550,0.0355
fun,5,0.2550,0.0355
mitchell,5,0.2550,0.0355
hoping,5,0.2550,0.0355
stephanie,5,0.2550,0.0355
big,5,0.2550,0.0355
steven,5,0.2550,0.0355
graham,5,0.2550,0.0355
nick,5,0.2550,0.0355
detectives,5,0.2550,0.0355
carter,5,0.2550,0.0355
sort,5,0.2550,0.0355
started,5,0.2550,0.0355
pour,5,0.2550,0.0355
instead,5,0.2550,0.0355
able,5,0.2550,0.0355
parisian,5,0.2550,0.0355
mike,5,0.2550,0.0355
wendy,5,0.2550,0.0355
ha,5,0.2550,0.0355
officially,4,0.2040,0.0284
joshua,4,0.2040,0.0284
julie,4,0.2040,0.0284
era,4,0.2040,0.0284
becky,4,0.2040,0.0284
order,4,0.2040,0.0284
break,4,0.2040,0.0284
bank,4,0.2040,0.0284
