token,count,frequencyPer100Comment,frequencyPer100Token
used,4,0.4357,0.0218
safe,4,0.4357,0.0218
projects,4,0.4357,0.0218
absolutely,4,0.4357,0.0218
temple,4,0.4357,0.0218
wanna,4,0.4357,0.0218
mixtapephilodelphia,4,0.4357,0.0218
long,4,0.4357,0.0218
ur,4,0.4357,0.0218
ago,4,0.4357,0.0218
canada,4,0.4357,0.0218
themselves,4,0.4357,0.0218
hands,4,0.4357,0.0218
february,4,0.4357,0.0218
airports,4,0.4357,0.0218
society,4,0.4357,0.0218
loved,4,0.4357,0.0218
hypocrite,4,0.4357,0.0218
incantations,4,0.4357,0.0218
youll,4,0.4357,0.0218
amen,4,0.4357,0.0218
news,4,0.4357,0.0218
joshhoang,4,0.4357,0.0218
mike,4,0.4357,0.0218
fault,4,0.4357,0.0218
party,4,0.4357,0.0218
fucked,4,0.4357,0.0218
smart,4,0.4357,0.0218
government,4,0.4357,0.0218
home,4,0.4357,0.0218
happens,4,0.4357,0.0218
biggest,4,0.4357,0.0218
spell,4,0.4357,0.0218
bolling,4,0.4357,0.0218
stay,4,0.4357,0.0218
personally,3,0.3268,0.0163
sleek,3,0.3268,0.0163
tickets,3,0.3268,0.0163
companies,3,0.3268,0.0163
bill,3,0.3268,0.0163
direct,3,0.3268,0.0163
second,3,0.3268,0.0163
above,3,0.3268,0.0163
😂😂😂,3,0.3268,0.0163
kids,3,0.3268,0.0163
changed,3,0.3268,0.0163
itunes,3,0.3268,0.0163
brought,3,0.3268,0.0163
nine,3,0.3268,0.0163
tryin,3,0.3268,0.0163
hurt,3,0.3268,0.0163
becky,3,0.3268,0.0163
bday,3,0.3268,0.0163
httpwwwyoutubecomwatchvdyhyr8golya,3,0.3268,0.0163
l,3,0.3268,0.0163
evolve,3,0.3268,0.0163
à,3,0.3268,0.0163
election,3,0.3268,0.0163
upset,3,0.3268,0.0163
materials,3,0.3268,0.0163
doors,3,0.3268,0.0163
exactly,3,0.3268,0.0163
though,3,0.3268,0.0163
lyrics,3,0.3268,0.0163
da,3,0.3268,0.0163
shots,3,0.3268,0.0163
told,3,0.3268,0.0163
nature,3,0.3268,0.0163
however,3,0.3268,0.0163
trust,3,0.3268,0.0163
iraq,3,0.3268,0.0163
gtfoh,3,0.3268,0.0163
id,3,0.3268,0.0163
perform,3,0.3268,0.0163
writer,3,0.3268,0.0163
kid,3,0.3268,0.0163
changes,3,0.3268,0.0163
greatest,3,0.3268,0.0163
hat,3,0.3268,0.0163
security,3,0.3268,0.0163
forcing,3,0.3268,0.0163
everything,3,0.3268,0.0163
carta,3,0.3268,0.0163
core,3,0.3268,0.0163
head,3,0.3268,0.0163
form,3,0.3268,0.0163
isis,3,0.3268,0.0163
later,3,0.3268,0.0163
dealer,3,0.3268,0.0163
reality,3,0.3268,0.0163
realize,3,0.3268,0.0163
contacted,3,0.3268,0.0163
happening,3,0.3268,0.0163
restored,3,0.3268,0.0163
songs,3,0.3268,0.0163
leads,3,0.3268,0.0163
division,3,0.3268,0.0163
die,3,0.3268,0.0163
sign,3,0.3268,0.0163
groups,3,0.3268,0.0163
alone,3,0.3268,0.0163
box,3,0.3268,0.0163
united,3,0.3268,0.0163
history,3,0.3268,0.0163
shootings,3,0.3268,0.0163
ignorant,3,0.3268,0.0163
valued,3,0.3268,0.0163
crazy,3,0.3268,0.0163
months,3,0.3268,0.0163
jail,3,0.3268,0.0163
james,3,0.3268,0.0163
living,3,0.3268,0.0163
blm,3,0.3268,0.0163
theory,3,0.3268,0.0163
preach,3,0.3268,0.0163
city,3,0.3268,0.0163
13,3,0.3268,0.0163
turned,3,0.3268,0.0163
note,3,0.3268,0.0163
paid,3,0.3268,0.0163
knee,3,0.3268,0.0163
hungry,3,0.3268,0.0163
madison,3,0.3268,0.0163
wonder,3,0.3268,0.0163
uk,3,0.3268,0.0163
blame,3,0.3268,0.0163
magna,3,0.3268,0.0163
mans,3,0.3268,0.0163
s,3,0.3268,0.0163
cares,3,0.3268,0.0163
bullshit,3,0.3268,0.0163
wake,3,0.3268,0.0163
myself,3,0.3268,0.0163
doctor,3,0.3268,0.0163
running,3,0.3268,0.0163
httpswwwgofundmecomraevensstudyabroadtriptoghanapcfmcodashboarda,3,0.3268,0.0163
reward,3,0.3268,0.0163
death,3,0.3268,0.0163
4,3,0.3268,0.0163
lmfao,3,0.3268,0.0163
stand,3,0.3268,0.0163
bond,3,0.3268,0.0163
racism,3,0.3268,0.0163
httpswwwgofundmecomg6cwhfmydreamcar,3,0.3268,0.0163
shoulders,3,0.3268,0.0163
booked,3,0.3268,0.0163
forget,3,0.3268,0.0163
dollar,3,0.3268,0.0163
they’re,3,0.3268,0.0163
appointment,3,0.3268,0.0163
worse,3,0.3268,0.0163
coloured,3,0.3268,0.0163
joined,3,0.3268,0.0163
caucasian,3,0.3268,0.0163
iran,3,0.3268,0.0163
tee,3,0.3268,0.0163
pass,3,0.3268,0.0163
sum,3,0.3268,0.0163
colored,3,0.3268,0.0163
arent,3,0.3268,0.0163
marriages,3,0.3268,0.0163
tag,3,0.3268,0.0163
excuse,3,0.3268,0.0163
known,3,0.3268,0.0163
morgan,3,0.3268,0.0163
information,3,0.3268,0.0163
okay,3,0.3268,0.0163
rude,3,0.3268,0.0163
response,3,0.3268,0.0163
limelight,3,0.3268,0.0163
might,3,0.3268,0.0163
yo,3,0.3268,0.0163
complain,3,0.3268,0.0163
mental,3,0.3268,0.0163
expect,3,0.3268,0.0163
beyond,3,0.3268,0.0163
research,3,0.3268,0.0163
guess,3,0.3268,0.0163
divorce,3,0.3268,0.0163
part,3,0.3268,0.0163
😂,3,0.3268,0.0163
kind,3,0.3268,0.0163
states,3,0.3268,0.0163
bohemian,3,0.3268,0.0163
experienced,3,0.3268,0.0163
reach,3,0.3268,0.0163
sometimes,3,0.3268,0.0163
joining,3,0.3268,0.0163
golf,3,0.3268,0.0163
celebrities,3,0.3268,0.0163
fine,3,0.3268,0.0163
less,3,0.3268,0.0163
discuss,3,0.3268,0.0163
luke,3,0.3268,0.0163
feels,3,0.3268,0.0163
rest,3,0.3268,0.0163
kindly,3,0.3268,0.0163
pissed,3,0.3268,0.0163
powers,3,0.3268,0.0163
alot,3,0.3268,0.0163
church,3,0.3268,0.0163
due,3,0.3268,0.0163
kurds,3,0.3268,0.0163
eve,3,0.3268,0.0163
anymore,3,0.3268,0.0163
older,3,0.3268,0.0163
i’m,3,0.3268,0.0163
majority,3,0.3268,0.0163
bit,3,0.3268,0.0163
destination,3,0.3268,0.0163
fake,3,0.3268,0.0163
towards,3,0.3268,0.0163
either,3,0.3268,0.0163
bs,3,0.3268,0.0163
martinez,3,0.3268,0.0163
lebron,3,0.3268,0.0163
computer,3,0.3268,0.0163
planet,3,0.3268,0.0163
uh,3,0.3268,0.0163
nas,3,0.3268,0.0163
walked,3,0.3268,0.0163
literally,3,0.3268,0.0163
once,3,0.3268,0.0163
centers,3,0.3268,0.0163
helps,3,0.3268,0.0163
telling,3,0.3268,0.0163
entire,3,0.3268,0.0163
giving,3,0.3268,0.0163
access,3,0.3268,0.0163
body,3,0.3268,0.0163
involved,3,0.3268,0.0163
justice,3,0.3268,0.0163
names,3,0.3268,0.0163
few,3,0.3268,0.0163
